id,name,lat_new,long_new,located in,the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems
G1KR403,g.yung drung dgon/; 英珠能寺,31.65,99.83334,dkar mdzes rdzong /; Kartse County; 甘孜县,0101000020E6100000B79C4B7155F558406566666666A63F40,274.0,403.0,,,ying zhu neng si,贡隆乡,Gonglong xiang,Gong Long Xiang,513328.0,甘孜县,Ganzi Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.65,99.83334,513328204.0,331.0,gyuang druang dagon,513328204.0,331.0,gyuang druang dagon,g.yung drung dgon,Kanze,G621,dkar mdzes rdzong,G1KR403,,,,na,英珠能寺,,ying zhu neng si,na,bon po/,8.524785815,8.525,,,,,,
G244,Bodong E Gonpa; 博东俄寺; bo dong e dgon pa/,29.3,88.2,lha rtse rdzong /; 拉孜县; Lhatse county,0101000020E6100000CDCCCCCCCC0C5640CDCCCCCCCC4C3D40,147.0,1573.0,,,Bodong E,,Zhaxigang xiang,,542326.0,拉孜县,Lazi Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.3,88.2,542326202.0,542326109.0,bo dong e,542326202.0,542326109.0,bo dong e,,Lhatse,G2167,lha rtse rdzong,G244,,,,Bodong E,博东俄寺,,na,1049,Bodong,7.427948896,7.428,x,x,x,x,,
G1KR2308,下什塘苯教寺; shar thang zi/,36.06352,102.5,化隆回族自治县; ba yan rdzong /,0101000020E61000000000000000A059402A52616C21084240,52.0,2308.0,,下什塘苯教寺,xia shentang benjiao si,初麻乡,Chuma xiang,Chu Ma Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.06352,102.5,632127215.0,3.0,shar thang zi,632127215.0,207.0,shar thang zi,shar thang zi,na,G1PD96109,ba yan rdzong,G1KR2308,,,,Shartang,下什塘苯教寺,,xia shentang benjiao si,900,b,57.84526392,57.845,,,,,,
G1KR54,brag nag dgon/; 大寨寺,31.44526,102.50254,btsan lha rdzong /; 小金县,0101000020E6100000A33B889D29A059408B37328FFC713F40,21.0,54.0,,大寨寺,Da zhai si,两河乡,Lianghe xiang,Liang He Xiang,513227.0,小金县,Xiaojin Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.44526,102.50254,513227212.0,71.0,Brag nag dgon (Dge 'phel bsam gtan gling),513227212.0,71.0,Brag nag dgon (Dge 'phel bsam gtan gling),brag nag dgon (dge 'phel bsam gtan gling),Btsan lha rdzong,G2334,btsan lha rdzong,G1KR54,,,,,大寨寺,大寨喇嘛寺,Da zhai si,,B,1.917122782,1.917,1778,G,,,,
G4223,stag rtse grwa tshang /,,,byar yul/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR718,久如古念拉康; co ro dge bsnyen lha khang /,29.03333,99.88333,cha phreng rdzong /; 乡城县,0101000020E6100000D8648D7A88F85840C6F99B5088083D40,426.0,718.0,,,jiu lu gu nian la kang,水洼乡,Shuiwa xiang,Shui Wa Xiang,513336.0,乡城县,Xiangcheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.03333,99.88333,513336202.0,53.0,co ro dage bsnyeanh lh khang,513336202.0,53.0,co ro dage bsnyeanh lh khang,co ro dge bsnyen lha khang,Xiangcheng,G1103,cha phreng rdzong,G1KR718,,,,na,久如古念拉康,correct pinyin: jiu ru gu nian la kang,jiu lu gu nian la kang,na,dge lugs/,8.972901836,8.973,,,,,,
G1KR681,萨迦寺; li thang sa skya dgon/,29.96667,100.2,li thang rdzong /; 理塘县; Litang county,0101000020E6100000CDCCCCCCCC0C59403A0664AF77F73D40,2716.0,681.0,,,sa jia si,曲登乡,Qudeng xiang,Qu Deng Xiang,513334.0,理塘县,Litang Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.96667,100.2,513334210.0,272.0,s sky dagon,513334210.0,272.0,s sky dagon,,Litang,G2304,li thang rdzong,G1KR681,,sa skya dgon (li thang),,na,萨迦寺,理塘萨迦寺,sa jia si,1468,sa skya/,25.9285668,25.929,,,,,Next to or same seat as Qudeng,
G3923,蒙沙寺; 'bum gsar dgon/,33.01667,98.15,ser shul rdzong /; Seshul county; 石渠县,0101000020E61000009A999999998958408369183E22824040,395.0,621.0,,,meng yi si,蒙宜乡,Mengyi xiang,Meng Yi Xiang,513332.0,石渠县,Shiqu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,33.01667,98.15,513332209.0,392.0,buam rnyiang dagon,513332209.0,392.0,buam rnyiang dagon,,Seshul,G2301,ser shul rdzong,G3923,,bum rnying dgon,,na,蒙宜寺,,meng yi si,1675,dge lugs/,17.4041683,17.404,,,,,,
G11,rdo rje brag; 多吉扎寺; Dorje Drak Ewam Chogar,29.35536,91.13459,gong dkar rdzong /; Gongkar county; 贡嘎县,0101000020E61000009817601F9DC856407A4E7ADFF85A3D40,2287.0,1441.0,,,Dorje Drak,昌果乡,Changguo xiang,Chang Guo Xiang,542223.0,贡嘎县,Gongga Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.35536,91.13459,542223202.0,542223107.0,rdo rje brag G11,542223202.0,542223107.0,rdo rje brag G11,,Gongkar,G2135,gong dkar rdzong,G11,,,,Dorje Drak,多吉扎寺,土登多吉扎寺,na,1650,Nyingma,8.314279776,8.314,x,x,x,x,sacked by Dzungars in 1717,
G1KR2382,百户寺; pe hu'u dgon/,37.72458,100.75615,chu len rdzong /; 祁连县,0101000020E6100000B437F8C264305940F8AA9509BFDC4240,808.0,2382.0,,百户寺,baihu si,默勒乡,Mole xiang,Mo Le Xiang,632222.0,祁连县,Qilian Xian,6322.0,Haibei Diqu,Qinghai,Qinghai_Lex_20120621,37.72458,100.75615,632222201.0,294.0,pe hu'u dgon dga' ldan thos bsam gling,632222201.0,543.0,pe hu'u dgon dga' ldan thos bsam gling,pe hu'u dgon dga' ldan thos bsam gling,na,G2314,chu len rdzong,G1KR2382,,,,,百户寺,百和寺,baihu si,1777,g,1.943521272,1.944,,,,,,
G1PD96169,东麻昂寺; ka mdo gdong dmar sna dgon/,35.88,102.29893,化隆回族自治县; ba yan rdzong /,0101000020E6100000C4724BAB21935940703D0AD7A3F04140,743.0,2257.0,,东麻昂寺,dong ma'ang si,甘都镇,Gandu zhen,Gan Du Zhen,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.88,102.29893,632127102.0,256.0,ka mdo gdong dmar sna bkra shis chos rdzong,632127102.0,189.0,ka mdo gdong dmar sna bkra shis chos rdzong,,na,G1PD96109,ba yan rdzong,G1PD96169,,,,,东麻昂寺,甘都寺/多麻昂寺,dong ma'ang si,1766,g,21.49228069,21.492,,,,,,
G1KR2629,nya rgan dgon pa/; 念干寺,32.56,100.6,班玛县; pad+ma rdzong /; Pema county,0101000020E6100000666666666626594048E17A14AE474040,1995.0,2629.0,,念干寺,niangan si,知钦乡,Zhiqin xiang,Zhi Qin Xiang,632622.0,班玛县,Banma Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,32.56,100.6,632622202.0,406.0,nya rgan dgon pa,632622202.0,523.0,nya rgan dgon pa,nya rgan dgon pa,na,G1719,pad+ma rdzong,G1KR2629,,,,,念干寺,昂柔寺,niangan si,1904,n,2.740514395,2.741,,,,,,
G1KR1676,朱德寺,31.48333,93.68333,Biru county; 'bri ru rdzong /; 比如县,0101000020E61000000B98C0ADBB6B5740F92CCF83BB7B3F40,1388.0,1676.0,,珠德寺,Zhude si,比如乡,Biru xiang,Bi Ru Xiang,542423.0,比如县,Biru Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.48333,93.68333,542423200.0,439.0,,542423200.0,439.0,na,,Biru,G2386,bri ru rdzong,G1KR1676,,,,na,朱德寺,,Zhude si,na,Geluk,6.642752757,6.643,na,na,na,na,na,
G3977,朗加曲登; gser mchod rten dgon/,32.26667,100.35,gser thar rdzong /; 色达县; Serta county,0101000020E610000066666666661659408369183E22224040,2571.0,638.0,,,yue ruo si,色柯镇,Seke zhen,Se Ke Zhen,513333.0,色达县,Seda Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.26667,100.35,513333100.0,452.0,yag 'u dfagon,513333100.0,452.0,yag 'u dfagon,yag 'u dgon,Seta,G2302,gser thar rdzong,G3977,,,,na,约若寺,,yue ruo si,1950,rnying ma/,4.764476066,4.764,,,,,,
G1KR1887,ri lnga dgon/; 日昂寺,29.61667,96.28333,波密县; spo bo rdzong /; Pome County; sum 'dzoms chus (spo bo rdzong),0101000020E610000072FE2614221258409F6CCA15DE9D3D40,2356.0,1887.0,,然昂寺,Ran'ang si,玉普乡,Yupu xiang,Yu Pu Xiang,542625.0,波密县,Bomi Xian,5426.0,Nyingchi Diqu,Xizang,Kham_Lex_20120621,29.61667,96.28333,542625201.0,545.0,,542625201.0,545.0,na,,Bomi,G2944,spo bo rdzong,G1KR1887,,,,na,日昂寺,然昂寺,Ran'ang si,na,Nyingma,1.240233164,1.24,na,na,na,na,na,
G1KR2563,拉扎寺; rwa bza' grwa tshang /,35.94163,101.47879,khri ka rdzong /; 贵德县,0101000020E6100000B8E9CF7EA45E59405C77F35487F84140,915.0,2563.0,,拉扎寺,lazha si,东沟乡,Donggou xiang,Dong Gou Xiang,632523.0,贵德县,Guide Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.94163,101.47879,632523202.0,260.0,rwa bza' grwa tshang bsam gtan chos gling,632523202.0,326.0,rwa bza' grwa tshang bsam gtan chos gling,rwa bza' grwa tshang bsam gtan chos gling,na,G1715,khri ka rdzong,G1KR2563,,,,,拉扎寺,,lazha si,1766,g,80.80808081,39.159,,,,,,
G3158,'gar rtse dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G514,dpa' ris yar lung dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4130,ka bzhi dgon/; 高尔卡寺,30.48333,101.48333,lcags zam rdzong /; 泸定县,0101000020E61000003ECBF3E0EE5E5940F92CCF83BB7B3E40,353.0,352.0,,,hui yuan si,八美镇,Bamei zhen,Ba Mei Zhen,513326.0,道孚县,Daofu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.48333,101.48333,513326101.0,480.0,mgar thar byams pa gling,513326101.0,480.0,mgar thar byams pa gling /,,Daofu,G2298,rta'u rdzong,G4130,,mgar thar dgon byams pa gling,,na,慧远寺,嘎达向巴林,hui yuan si,1650,dge lugs/,13.10229618,13.102,,,,,"This important monastery was near old village of Taining, about in Bamei Xiang today. THDL data placing this gonpa at Daofu county seat not correct, thus I here use Bamei Xiang's lat/long values.",
G1KR161,spang thog dgon/; 棒托寺,32.42036,101.06396,'dzam thang rdzong /; 壤塘县,0101000020E61000002310AFEB17445940F645425BCE354040,1872.0,161.0,,棒托寺,Beng tuo si,南木达乡,Nanmuda xiang,Nan Mu Da Xiang,513230.0,壤塘县,Rangtang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.42036,101.06396,513230207.0,112.0,Spang thog dgon (Thub bstan bshad sgrub nor bu'I gling),513230207.0,112.0,Spang thog dgon (Thub bstan bshad sgrub nor bu'I gling),spang thog dgon (thub bstan bshad sgrub nor bu'I gling),Dzam thang rdzong,G2336,dzam thang rdzong,G1KR161,,,,,棒托寺,,Beng tuo si,1362,N,5.128205128,5.128,,,,,,
G1KR1219,东冲寺,30.81667,97.63333,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E6100000D8648D7A88685840D39FFD4811D13E40,1251.0,1219.0,,邦嘎寺,Bangga si,王卡乡,Wangka xiang,Wang Ka Xiang,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.81667,97.63333,542126201.0,59.0,,542126201.0,62.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1219,,,,na,东冲寺,东春寺,Dongchong si,na,Geluk,13.94052045,13.941,na,na,na,na,na,
G3CN1561,shes rab gling /; 智慧林寺; Sherabling,32.030651,76.412237,bir/; Bir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3987,rags bkram dgon/; 然充寺,32.13334,99.93333,gser thar rdzong /; 色达县; Serta county,0101000020E61000000B98C0ADBBFB5840D39FFD4811114040,2579.0,646.0,,,ran chong si,然充乡,Ranchong xiang,Ran Chong Xiang,513333.0,色达县,Seda Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.13334,99.93333,513333202.0,448.0,ragas bkram dagon,513333202.0,448.0,ragas bkram dagon,,Seta,G2302,gser thar rdzong,G3987,,rags bkram dgon,,na,然充寺,,ran chong si,1688,rnying ma/,1.46481514,1.465,,,,,,
G1KR1296,格各可秀寺,29.45,98.28333,smar khams rdzong /; 芒康县; Markham county,0101000020E610000072FE2614229258403333333333733D40,1298.0,1296.0,,仁青林寺,Renqinglin si,曲登乡,Qudeng xiang,Qu Deng Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.45,98.28333,542129200.0,152.0,,542129200.0,146.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1296,,,,na,格各可秀寺,嘎托镇格各可秀寺,Gegekexiu si,na,Geluk,4.300816295,4.301,na,na,na,na,na,
G1KR1113,朗日寺,30.5,98.9,贡觉县; Gongjo County; go 'jo rdzong /,0101000020E61000009A99999999B95840FFFFFFFFFF7F3E40,2223.0,1113.0,,朗日寺,Langri si,雄松乡,Xiongsong xiang,Xiong Song Xiang,542123.0,贡觉县,Gongjue Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.5,98.9,542123207.0,319.0,,542123207.0,319.0,na,,Gongjue,G2182,go 'jo rdzong,G1KR1113,,,,na,朗日寺,,Langri si,na,Nyingma,19.34360694,19.344,na,na,na,na,na,
G1728,'bos lam dgon/,,,玛沁县; rma chen rdzong /; khra ma ho zhang /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR719,dbu lo lha khang /; 乌鲁拉康,29.03333,99.88333,cha phreng rdzong /; 乡城县,0101000020E6100000D8648D7A88F85840C6F99B5088083D40,427.0,719.0,,,wu lu la kang,水洼乡,Shuiwa xiang,Shui Wa Xiang,513336.0,乡城县,Xiangcheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.03333,99.88333,513336202.0,54.0,dbu lo lh khang,513336202.0,54.0,dbu lo lh khang,dbu lo lha khang,Xiangcheng,G1103,cha phreng rdzong,G1KR719,,,,na,乌鲁拉康,,wu lu la kang,na,dge lugs/,8.972901836,8.973,,,,,,
G1KR2309,下什塘寺; sha stengs bon dgon/,36.06352,102.5,化隆回族自治县; ba yan rdzong /,0101000020E61000000000000000A059402A52616C21084240,53.0,2309.0,,下什塘寺,xia shitang si,初麻乡,Chuma xiang,Chu Ma Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.06352,102.5,632127215.0,645.0,sha stengs bon dgon,632127215.0,642.0,sha stengs bon dgon,sha stengs bon dgon,na,G1PD96109,ba yan rdzong,G1KR2309,,,,,下什塘寺,,xia shitang si,na,b,57.84526392,57.845,,,,,,
G3828,rdzong shod dgon/; 仲学寺,31.36667,99.1,rdzong shod bde gshegs 'dus pa'i gnas/; dpal yul rdzong /; Palyul county; 白玉县,0101000020E61000006666666666C65840A06CCA15DE5D3F40,2540.0,569.0,,,sheng ri si,热加乡,Rejia xiang,Re Jia Xiang,513331.0,白玉县,Baiyu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.36667,99.1,513331205.0,341.0,seang ri dagon,513331205.0,341.0,seang ri dagon,,Baiyu,G2300,dpal yul rdzong,G3828,,seng ri dgon,,na,生日寺,,sheng ri si,1919,rnying ma/,7.854071354,7.854,,,,,,
G2815,tshong 'dus grwa tshang /; 丛堆寺,29.23605,91.39941,grwa nang rdzong /; Dranang county; 扎囊县,0101000020E610000081ECF5EE8FD956408638D6C56D3C3D40,2776.0,1415.0,,,Tshongdu,扎期乡,Zhaqi xiang,Zha Qi Xiang,542222.0,扎囊县,Zhanang Xian,5422.0,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.23605,91.39941,542222200.0,542222116.0,tshong 'dus grwa tshang,542222200.0,542222116.0,tshong 'dus grwa tshang,,Dranang,G799,grwa nang rdzong,G2815,,,,Tshongdu,丛堆寺,,na,1200,Sakya,6.472701382,6.473,x,x,x,x,,
G1KR1287,ri sna dgon/; 日乃寺,29.637822,97.532997,左贡县; Zogang County; mdzo sgang rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR997,khre dgon/; 车寺,31.56667,97.13333,昌都县; chab mdo rdzong /; Chamdo county,0101000020E6100000D8648D7A88485840D29FFD4811913F40,1613.0,994.0,,泽尼寺,Zeni si,柴堆乡,Chaidui xiang,Chai Dui Xiang,542121.0,昌都县,Changdu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.56667,97.13333,542121206.0,11.0,,542121206.0,11.0,na,,Chamdo,G2185,chab mdo rdzong,G1KR997,,,,na,泽尼寺,,Zeni si,na,Kagyu,7.201290471,7.201,na,na,na,na,na,
G3461,bde mo thang dgon/,,,stag rtse rdzong /; 达孜县; Taktse county; 'chums/; mchums mda' shang (stag rtse rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1675,珠纳寺,31.48333,93.68333,Biru county; 'bri ru rdzong /; 比如县,0101000020E61000000B98C0ADBB6B5740F92CCF83BB7B3F40,1387.0,1675.0,,仲那寺,Zhongna si,比如乡,Biru xiang,Bi Ru Xiang,542423.0,比如县,Biru Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.48333,93.68333,542423200.0,438.0,,542423200.0,438.0,na,,Biru,G2386,bri ru rdzong,G1KR1675,,,,na,珠纳寺,,Zhongna si,na,Geluk,6.642752757,6.643,na,na,na,na,na,
G1KR2564,下兰角俄康; lan ju zhol ma'i sngags khang /,35.94163,101.47879,khri ka rdzong /; 贵德县,0101000020E6100000B8E9CF7EA45E59405C77F35487F84140,1970.0,2564.0,,下兰角俄康,xialanjue ekang,东沟乡,Donggou xiang,Dong Gou Xiang,632523.0,贵德县,Guide Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.94163,101.47879,632523202.0,607.0,lan ju zhol ma'i sngags khang,632523202.0,338.0,lan ju zhol ma'i sngags khang,lan ju zhol ma'i sngags khang,na,G1715,khri ka rdzong,G1KR2564,,,,,下兰角俄康,,xialanjue ekang,na,n,39.15877732,39.159,,,,,,
G1KR1698,klu mkhar dgon/; 鲁卡寺,31.188049,94.086032,Biru county; 'bri ru rdzong /; 比如县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1PD96138,le rgan dgon pa/; 列干寺,35.84734,102.18,化隆回族自治县; ba yan rdzong /,0101000020E6100000EC51B81E858B5940DC4B1AA375EC4140,791.0,2358.0,,列干寺,liegan si,查汗都斯乡,Chahandusi xiang,Cha Han Du Si Xiang,632128.0,循化撒拉族自治县,Xunhua Salar Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.84734,102.18,632128205.0,527.0,le rgan dgo pa,632128205.0,182.0,le rgan dgo pa,,na,G1PD96275,ya rdzi rdzong,G1PD96138,,le rgan dgon pa,,,列干寺,扎马列干寺/森岗寺,liegan si,1980,g,40.04805767,40.048,,,,,,
G515,ku se gser ljongs/,,,sde dge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR998,rdo phu dgon/; 多普寺,31.56667,97.13333,昌都县; chab mdo rdzong /; Chamdo county,0101000020E6100000D8648D7A88485840D29FFD4811913F40,1614.0,998.0,,多普寺,Duopu si,柴堆乡,Chaidui xiang,Chai Dui Xiang,542121.0,昌都县,Changdu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.56667,97.13333,542121206.0,15.0,,542121206.0,15.0,na,,Chamdo,G2185,chab mdo rdzong,G1KR998,,,,na,多普寺,,Duopu si,na,Kagyu,7.201290471,7.201,na,na,na,na,na,
G2923,dpa' bo ri khrod/,,,brag skas chus (spo bo rdzong); 波密县; spo bo rdzong /; Pome County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4124,杜呷寺; gdugs dkar dgon/,30.53333,101.08334,rta'u rdzong /; 道孚县; Tawu county,0101000020E6100000B69C4B7155455940C6F99B5088883E40,356.0,357.0,,,du ga si,亚卓乡,Yazhuo xiang,Ya Zhuo Xiang,513326.0,道孚县,Daofu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.53333,101.08334,513326204.0,467.0,gduagas dakr dagon,513326204.0,467.0,gduagas dakr dagon,,Daofu,G2298,rta'u rdzong,G4124,,gdugs dkar dgon (rta'u rdzong),,na,杜呷寺,,du ga si,1600,dge lugs/,5.515719801,5.516,,,,,,
G1KR137,dza 'go dgon/; 咱寺,32.22169,101.61107,马尔康县; Barkham County; 'bar khams rdzong /,0101000020E6100000456458C51B675940D5EC8156601C4040,1480.0,137.0,,咱寺,Zan si,日部乡,Ribu xiang,Ri Bu Xiang,513229.0,马尔康县,Ma'erkang Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.22169,101.61107,513229212.0,1.0,Dza 'go dgon (Byang chub chos rdzong),513229212.0,1.0,Dza 'go dgon (Byang chub chos rdzong),dza 'go dgon (byang chub chos rdzong),"""bar khams rdzong",G2330,bar khams rdzong,G1KR137,,,,,咱寺,,Zan si,1885,J,6.695008871,6.695,,,,,,
G1KR2324,rdo gzhis bon dgon/; 多西寺,36.06912,102.52355,化隆回族自治县; ba yan rdzong /,0101000020E610000088F4DBD781A15940F0BF95ECD8084240,55.0,2323.0,,多西庄苯教寺,duoxi benjiao si,金源藏族乡,Jinyuancangzu xiang,Jin Yuan Cang Zu Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.06912,102.52355,632127216.0,2.0,dor zhi zi,632127216.0,206.0,dor zhi zi,dor zhi zi,na,G1PD96109,ba yan rdzong,G1KR2324,,,,Dorzhi,多西庄苯教寺,,duoxi benjiao si,900,b,12.05254911,96.759,,,,,,
G4221,byar skyid sbug,,,byar yul/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2GS1304,休登寺; shug steng dgon/,29.48333,96.76667,八宿县; Pashod County; dpa' shod rdzong /,0101000020E6100000C2340C1F11315840F82CCF83BB7B3D40,1270.0,1246.0,,休登寺,Xiudeng si,然乌镇,Ranwu zhen,Ran Wu Zhen,542127.0,八宿县,Basu Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.48333,96.76667,542127101.0,113.0,,542127101.0,113.0,na,,Basu,G2181,dpa' shod rdzong,G2GS1304,,shug steng dgon bshad sgrub byams pa gling,,na,休登寺,,Xiudeng si,na,Geluk,1.15007303,1.15,na,na,na,na,na,
G4354,tsha gan pe shing dgon/,,,mdzod dge rdzong /; 若尔盖县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1297,尼丁寺,29.45,98.28333,smar khams rdzong /; 芒康县; Markham county,0101000020E610000072FE2614229258403333333333733D40,1299.0,1297.0,,嘎拉寺,Gala si,曲登乡,Qudeng xiang,Qu Deng Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.45,98.28333,542129200.0,153.0,,542129200.0,151.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1297,,,,na,尼丁寺,曲邓乡尼丁寺,Niding si,na,Geluk,4.300816295,4.301,na,na,na,na,na,
G1KR1210,昆达寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County,0101000020E61000008E01D9EBDD7D5840D39FFD4811913E40,1241.0,1208.0,,坤达寺,Kunda si,香堆镇,Xiangdui zhen,Xiang Dui Zhen,542126.0,察雅县,Chaya Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.56667,97.96667,542126102.0,80.0,,542126102.0,78.0,na,,Chaya,G2183,brag g.yab rdzong,G1KR1210,,,,na,达多寺,,Daduo si,na,Geluk,13.11412869,13.114,na,na,na,na,na,
G1KR1863,日嘎寺,30.05,92.86667,kong po rgya mda' rdzong /; 工布江达县; Kongpo Gyamda County,0101000020E6100000289B728577375740CDCCCCCCCC0C3E40,1425.0,1863.0,,日嘎寺,Riga si,金达镇,Jinda zhen,Jin Da Zhen,542622.0,工布江达县,Gongbujiangda Xian,5426.0,Nyingchi Diqu,Xizang,Kham_Lex_20120621,30.05,92.86667,542622100.0,560.0,,542622100.0,560.0,na,,Gongbujiangda,G2125,kong po rgya mda' rdzong,G1KR1863,,,,na,日嘎寺,,Riga si,na,Geluk,1.409661822,1.41,na,na,na,na,na,
G2KR39,bkra shis chos 'khor gling /; Dashchoinkhorlin khiid; Dashchoinkhorlin khiid,48.00795,106.93,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2LS531,bya skyibs dgon/; 嘉棋寺,30.78333,81.41666,spu hreng rdzong /; Purang county; 普兰县,0101000020E61000004963B48EAA5A5440C6F99B5088C83E40,307.0,1783.0,,,,霍尔乡,Huo Er Xiang,Huoer xiang,542521.0,普兰县,Pulan Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,30.78333,81.41666,542521201.0,58.0,bya skyibs dgon,542521201.0,58.0,bya skyibs dgon,,spu rang dzong,G2154,spu hreng rdzong,G2LS531,,,,,嘉棋寺,,na,1350,brug pa bka' rgyud,2.202740209,2.203,x,SAME,x,,,
G1KR1111,巴日寺,30.5,98.9,贡觉县; Gongjo County; go 'jo rdzong /,0101000020E61000009A99999999B95840FFFFFFFFFF7F3E40,1652.0,1112.0,,噶举寺,Gaju si,雄松乡,Xiongsong xiang,Xiong Song Xiang,542123.0,贡觉县,Gongjue Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.5,98.9,542123207.0,318.0,,542123207.0,318.0,na,,Gongjue,G2182,go 'jo rdzong,G1KR1111,,,,na,嘎久寺,,Gaju si,na,Kagyu,19.34360694,19.344,na,na,na,na,na,
